combination_id,source_category,source_label,scope_urls,include_offline,data_sensitivity,persistence,transitive_exposure,scope_count,cross_service_breadth,has_restricted_scope,risk_label
SC-0365,Strategy B: Addition (student_gen),"service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Chat, access_type: full_access, google_classification: sensitive; service: Drive, access_type: read, google_classification: restricted; service: Calendar, access_type: read, google_classification: sensitive; Online access only",openid; profile; email; https://www.googleapis.com/auth/chat.messages; https://www.googleapis.com/auth/drive.readonly; https://www.googleapis.com/auth/calendar.events.readonly; ,0,4,0,0,6,4,1,critical
SC-0366,Strategy B: Addition (student_gen),"service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Chat, access_type: full_access, google_classification: sensitive; service: Drive, access_type: read, google_classification: restricted; service: Gmail, access_type: write, google_classification: restricted; Online access only",openid; profile; email; https://www.googleapis.com/auth/chat.messages; https://www.googleapis.com/auth/drive.readonly; https://www.googleapis.com/auth/gmail.send; ,0,5,0,0,6,4,1,critical
SC-0367,Strategy B: Addition (student_gen),"service: Cloud Storage, access_type: read_write, google_classification: sensitive; service: Admin, access_type: read_write, google_classification: sensitive; service: Contacts, access_type: read, google_classification: sensitive; Offline refresh token",https://www.googleapis.com/auth/devstorage.read_write; https://www.googleapis.com/auth/admin.datatransfer; https://www.googleapis.com/auth/contacts.readonly; ,1,5,1,1,3,3,0,critical
SC-0368,Strategy B: Addition (student_gen),"service: Cloud Storage, access_type: read_write, google_classification: sensitive; service: Admin, access_type: read_write, google_classification: sensitive; service: Identity, access_type: read, google_classification: non_sensitive; Offline refresh token",https://www.googleapis.com/auth/devstorage.read_write; https://www.googleapis.com/auth/admin.datatransfer; openid; ,1,5,1,1,3,3,0,critical
SC-0369,Strategy B: Addition (student_gen),"service: Cloud Storage, access_type: read_write, google_classification: sensitive; service: Admin, access_type: read_write, google_classification: sensitive; service: Gmail, access_type: write, google_classification: restricted; Offline refresh token",https://www.googleapis.com/auth/devstorage.read_write; https://www.googleapis.com/auth/admin.datatransfer; https://www.googleapis.com/auth/gmail.send; ,1,5,1,1,3,3,1,critical
SC-0370,Strategy B: Addition (student_gen),"service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Blogger, access_type: full_access, google_classification: sensitive; service: Analytics, access_type: full_access, google_classification: sensitive; service: Apps Script, access_type: write, google_classification: sensitive; service: Calendar, access_type: read, google_classification: sensitive; Offline refresh token",openid; profile; email; https://www.googleapis.com/auth/blogger; https://www.googleapis.com/auth/analytics; https://www.googleapis.com/auth/script.projects; https://www.googleapis.com/auth/calendar.events.readonly; ,1,3,1,0,7,5,0,high
SC-0371,Strategy B: Addition (student_gen),"service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Blogger, access_type: full_access, google_classification: sensitive; service: Analytics, access_type: full_access, google_classification: sensitive; service: Apps Script, access_type: write, google_classification: sensitive; service: Contacts, access_type: read, google_classification: sensitive; Offline refresh token",openid; profile; email; https://www.googleapis.com/auth/blogger; https://www.googleapis.com/auth/analytics; https://www.googleapis.com/auth/script.projects; https://www.googleapis.com/auth/contacts.readonly; ,1,4,1,1,7,5,0,high
SC-0372,Strategy B: Addition (student_gen),"service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Blogger, access_type: full_access, google_classification: sensitive; service: Analytics, access_type: full_access, google_classification: sensitive; service: Apps Script, access_type: write, google_classification: sensitive; service: Gmail, access_type: write, google_classification: restricted; Offline refresh token",openid; profile; email; https://www.googleapis.com/auth/blogger; https://www.googleapis.com/auth/analytics; https://www.googleapis.com/auth/script.projects; https://www.googleapis.com/auth/gmail.send; ,1,5,1,0,7,5,1,critical
SC-0373,Strategy B: Addition (student_gen),"service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Sheets, access_type: full_access, google_classification: sensitive; Online access only",openid; profile; email; https://www.googleapis.com/auth/spreadsheets; ,0,4,0,0,4,2,0,high
SC-0374,Strategy B: Addition (student_gen),"service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Contacts, access_type: read, google_classification: sensitive; Online access only",openid; profile; email; https://www.googleapis.com/auth/contacts.readonly; ,0,4,0,1,4,2,0,medium
SC-0375,Strategy B: Addition (student_gen),"service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Calendar, access_type: read, google_classification: sensitive; Online access only",openid; profile; email; https://www.googleapis.com/auth/calendar.events.readonly; ,0,3,0,0,4,2,0,medium
SC-0376,Strategy B: Addition (student_gen),"service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Tasks, access_type: full_access, google_classification: sensitive; Online access only",openid; email; https://www.googleapis.com/auth/tasks; ,0,3,0,0,3,2,0,high
SC-0377,Strategy B: Addition (student_gen),"service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Calendar, access_type: read, google_classification: sensitive; Online access only",openid; email; https://www.googleapis.com/auth/calendar.events.readonly; ,0,3,0,0,3,2,0,medium
SC-0378,Strategy B: Addition (student_gen),"service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Drive, access_type: read_write, google_classification: non_sensitive; Online access only",openid; profile; email; https://www.googleapis.com/auth/userinfo.email; https://www.googleapis.com/auth/userinfo.profile; https://www.googleapis.com/auth/drive.file; ,0,4,0,0,6,2,0,medium
